10 64875.0542 37645.6605
32 10020.0160 5537.0983
50 4708.0975 3054.7349
64 4067.9398 2478.2847
100 4177.4967 1493.9735
128 5695.0762 2451.4428
200 22572.6911 11696.6337
256 52639.7736 20297.7265
300 61459.7435 36352.9108
400 68267.4238 40155.0097
512 67156.4879 12499.4018
1000 43120.4615 37131.8205
