10 0.3847 0.3087
32 0.3391 0.3063
50 0.2624 0.2608
64 0.1082 0.1059
100 0.0486 0.0391
128 0.0421 0.0328
200 0.1440 0.1029
256 0.2167 0.1881
300 0.2335 0.2078
400 0.2451 0.2317
512 0.2274 0.2373
1000 0.2442 0.2611
