10 0.000002 0.000001
32 0.000010 0.000008
50 0.000041 0.000021
64 0.000046 0.000039
100 0.000124 0.000115
128 0.000242 0.000214
200 0.000799 0.000750
256 0.001684 0.001695
300 0.002582 0.002537
400 0.006008 0.005834
512 0.012148 0.013483
1000 0.137687 0.118618
