10 0.3656 0.3141
32 0.3516 0.2800
50 0.3061 0.2388
64 0.1280 0.1077
100 0.0439 0.0303
128 0.0613 0.0381
200 0.1631 0.1079
256 0.2063 0.1880
300 0.2369 0.1984
400 0.2461 0.2200
512 0.2242 0.2322
1000 0.2433 0.2600
