10 0.000001 0.000001
32 0.000008 0.000008
50 0.000022 0.000023
64 0.000035 0.000039
100 0.000102 0.000111
128 0.000206 0.000212
200 0.000719 0.000723
256 0.001525 0.001748
300 0.002449 0.002469
400 0.005639 0.005551
512 0.011526 0.017232
1000 0.132537 0.115374
