10 0.000001 0.000001
32 0.000007 0.000008
50 0.000022 0.000025
64 0.000035 0.000048
100 0.000102 0.000156
128 0.000209 0.000345
200 0.000712 0.001179
256 0.001611 0.004160
300 0.002492 0.003989
400 0.005671 0.009393
512 0.011928 0.064523
1000 0.134664 0.162120
