10 0.000001 0.000001
32 0.000008 0.000006
50 0.000021 0.000016
64 0.000035 0.000026
100 0.000103 0.000072
128 0.000204 0.000136
200 0.000715 0.000422
256 0.001524 0.000953
300 0.002411 0.001368
400 0.005633 0.003158
512 0.011523 0.006974
1000 0.132817 0.062703
