10 0.3695 0.3237
32 0.3345 0.2731
50 0.3116 0.2664
64 0.1306 0.1484
100 0.0383 0.0512
128 0.0424 0.0535
200 0.1516 0.0884
256 0.2061 0.1967
300 0.2374 0.2108
400 0.2459 0.2282
512 0.2236 0.2421
1000 0.2432 0.2630
