10 0.000002 0.000002
32 0.000066 0.000036
50 0.000145 0.000124
64 0.000385 0.000249
100 0.001133 0.000945
128 0.002375 0.002011
200 0.009026 0.007401
256 0.018795 0.017885
300 0.030444 0.025310
400 0.071049 0.058558
512 0.148784 0.162572
1000 1.105063 0.899751
