10 0.3728 0.2995
32 0.3503 0.2838
50 0.3024 0.2456
64 0.1318 0.1230
100 0.0540 0.0320
128 0.0555 0.0421
200 0.1404 0.1116
256 0.2083 0.1141
300 0.2367 0.1946
400 0.2461 0.2091
512 0.2237 0.0782
1000 0.2429 0.2456
